CASEID,YEAR,ID,VERSION,COMPWT,SEX,AGE,RACE,SRCBELT,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,WEBTV,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
41019,2002,  86,4,5.60000000000000053e-01,2,76,1,3, 2, 2, 0,0,0,0,0, 0,98,27.3, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41020,2002,  87,5,5.60000000000000053e-01,2,70,1,3, 2, 2, 0,0,0,0,0, 0,18,78.5, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41021,2002,  88,6,5.60000000000000053e-01,1,74,1,3, 1, 1,34,0,0,0,0, 0, 7,28.4, 3, 0,0,2,0,2, -1,-1,0, -1,-1
41022,2002,  89,2,5.60000000000000053e-01,2,83,1,3, 2, 2, 0,0,0,0,0, 0,14,37.7,10, 0,0,2,0,2, -1,-1,0, -1,-1
41023,2002,  90,4,5.60000000000000053e-01,2,89,1,3, 1, 1,50,0,0,0,0, 0,12,60.6, 8, 0,0,2,0,2, -1,-1,0, -1,-1
41024,2002,  91,5,1.12000000000000011e+00,1,77,1,3, 1, 2, 0,0,0,0,0, 0,12,29.6, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41025,2002,  92,6,1.12000000000000011e+00,2,32,1,3, 4, 4, 0,0,0,0,0, 0,12,29.4,12, 0,0,2,0,1,  0, 0,2, -1,-1
41026,2002,  93,1,1.12000000000000011e+00,2,23,1,3, 4, 4, 0,0,0,0,0, 0,15,37.7,11,11,0,1,0,0,  1, 0,1,  1, 0
41027,2002,  94,2,5.60000000000000053e-01,1,33,1,3, 1, 1,22,0,0,0,0, 0,16,84.7,12,12,0,1,0,0, 12, 0,1,  5, 0
41028,2002,  95,5,1.12000000000000011e+00,2,58,1,3, 2, 2, 0,0,0,0,0, 0,16,78.5,12, 3,0,2,0,1,  0, 0,2, -1,-1
41029,2002,  96,1,5.60000000000000053e-01,2,53,1,3, 3, 3, 0,0,0,0,0, 0,17,64.4,12,12,0,1,0,0,  5, 0,1,  3, 0
41030,2002,  97,2,5.60000000000000053e-01,1,50,1,3, 3, 3, 0,0,0,0,0, 0,14,63.5,12,12,0,1,0,0,  2, 0,1,  1, 0
41031,2002,  98,4,1.12000000000000011e+00,2,20,1,3, 2, 2, 0,0,0,0,0, 0,12,64.1, 6, 2,0,1,0,0, 30, 0,1,  2, 0
41032,2002,  99,1,1.12000000000000011e+00,2,54,1,3,10,10, 0,0,0,0,0, 0,16,80.3,12, 0,0,2,0,2, -1,-1,0, -1,-1
41033,2002, 100,1,5.60000000000000053e-01,2,44,1,1, 1, 2, 0,0,0,0,0, 0,13,43.5,12,12,0,1,0,0,  5, 0,1, 10, 0
41034,2002, 101,2,2.22999999999999998e+00,1,21,3,1, 9, 9, 0,0,0,0,0, 0,13,32.4,12, 0,0,1,0,0, 20, 0,1, 20, 0
41035,2002, 102,4,5.60000000000000053e-01,2,56,1,1, 4, 4, 0,0,0,0,0, 0,13,37.7,98,98,0,1,0,0,  0,30,1,  0,30
41036,2002, 103,5,5.60000000000000053e-01,1,50,1,1, 2, 2, 0,0,0,0,0, 0,14,31.5,12,12,0,2,0,2, -1,-1,0, -1,-1
41037,2002, 104,6,5.60000000000000053e-01,2,52,2,1, 1, 1,18,0,0,0,0, 0,13,51.9,12,12,0,1,0,0, 30, 0,1,  1, 0
41038,2002, 105,3,2.22999999999999998e+00,1,21,1,1, 4, 4, 0,0,0,0,0, 0,11,29.2,98, 9,0,1,0,0,  1, 0,1,  1, 0
41039,2002, 106,4,1.12000000000000011e+00,2,25,1,1, 1, 1,10,0,0,0,0, 0,17,34.8,12, 9,0,1,0,0,  2, 0,1,  6, 0
41040,2002, 107,6,5.60000000000000053e-01,1,70,1,1, 2, 2, 0,0,0,0,0, 0,12,28.4, 8, 0,0,2,0,2, -1,-1,0, -1,-1
41041,2002, 108,1,5.60000000000000053e-01,2,34,2,1, 1, 1,18,0,0,0,0, 0,12,29.3,10,10,0,2,0,2, -1,-1,0, -1,-1
41042,2002, 109,2,5.60000000000000053e-01,1,68,1,1, 1, 1,50,0,0,0,0, 0,14,33.9, 1, 0,0,2,0,2, -1,-1,0, -1,-1
41043,2002, 110,6,1.12000000000000011e+00,2,24,3,1, 2, 2, 0,0,0,0,0, 0,11,33.1, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41044,2002, 111,3,1.12000000000000011e+00,1,27,1,1, 4, 4, 0,0,0,0,0, 0,12,29.5,13,13,0,2,0,2, -1,-1,0, -1,-1
41045,2002, 112,4,1.12000000000000011e+00,1,38,1,1, 2, 2, 0,0,0,0,0, 0, 2,45.9,11, 9,0,1,0,0,  0, 0,1,  8, 0
41046,2002, 113,5,5.60000000000000053e-01,2,56,2,1,11, 1,22,0,0,0,0, 0,11,28.4, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41047,2002, 114,1,1.12000000000000011e+00,2,47,1,5, 1, 1,41,0,0,0,0, 0,12,73.2,98,98,0,8,0,8, -1,-1,0, -1,-1
41048,2002, 115,4,5.60000000000000053e-01,2,78,2,1, 2, 1,10,0,0,0,0, 0,15,60.5,10, 0,0,2,0,2, -1,-1,0, -1,-1
41049,2002, 116,3,5.60000000000000053e-01,1,30,2,1, 4, 1,98,0,0,0,0, 0,11,28.4,12,12,0,2,0,2, -1,-1,0, -1,-1
41050,2002, 117,4,5.60000000000000053e-01,2,59,2,1, 1, 1,18,0,0,0,0, 0,12,36.9,11,11,0,1,0,0,  0, 1,1,  2, 0
41051,2002, 118,5,5.60000000000000053e-01,2,71,2,1, 3, 3, 0,0,0,0,0, 0,12,48.5,10, 0,0,1,0,0,  0, 0,1,  0, 0
41052,2002, 119,6,5.60000000000000053e-01,2,89,2,1, 1, 1,11,0,0,0,0, 0,12,73.2, 8, 0,0,2,0,2, -1,-1,0, -1,-1
41053,2002, 120,1,5.60000000000000053e-01,1,55,1,1, 2, 2, 0,0,0,0,0, 0,12,33.2, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41054,2002, 121,3,5.60000000000000053e-01,2,76,1,1, 2, 2, 0,0,0,0,0, 0,11,37.7, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41055,2002, 122,5,5.60000000000000053e-01,2,84,1,1, 2, 1,41,0,0,0,0, 0,11,33.1, 8, 0,0,2,0,2, -1,-1,0, -1,-1
41056,2002, 123,6,5.60000000000000053e-01,1,68,2,1, 1, 1,28,0,0,0,0, 0,12,36.9,11, 0,0,2,0,2, -1,-1,0, -1,-1
41057,2002, 124,1,1.12000000000000011e+00,1,78,2,1, 2, 1,18,0,0,0,0, 0,12,28.4,13, 0,0,2,0,2, -1,-1,0, -1,-1
41058,2002, 125,2,5.60000000000000053e-01,2,71,2,1, 1, 1,18,0,0,0,0, 0, 2,30.7, 8, 1,0,2,0,2, -1,-1,0, -1,-1
41059,2002, 126,3,5.60000000000000053e-01,2,65,1,4, 2, 2, 0,0,0,0,0, 0,15,68.1, 9, 0,0,1,0,0, 10, 0,1,  7, 0
41060,2002, 127,4,1.12000000000000011e+00,2,26,1,4, 1, 1,28,0,0,0,0, 0,15,50.5,12,12,0,1,0,0, 12, 0,1,  1, 0
41061,2002, 128,6,5.60000000000000053e-01,1,43,1,4, 1, 1,22,0,0,0,0, 0,16,39.4,12,12,0,1,0,0,  4, 0,1, 12, 0
41062,2002, 129,2,1.12000000000000011e+00,1,19,2,4, 9, 9, 0,0,0,0,0, 0,12,-1.0, 1, 0,0,1,0,0,  7, 0,1, 30, 0
41063,2002, 130,3,1.12000000000000011e+00,1,83,1,4, 2, 2, 0,0,0,0,0, 0,17,63.5,12, 0,0,2,0,2, -1,-1,0, -1,-1
41064,2002, 131,4,1.12000000000000011e+00,1,35,1,4, 1, 1,22,0,0,0,0, 0,20,92.3,12,12,0,1,0,0,  5, 0,1,  5, 0
41065,2002, 132,6,1.12000000000000011e+00,2,31,1,4, 2, 2, 0,0,0,0,0, 0,16,64.1,12,12,0,1,0,0, 20, 0,1,  2, 0
41066,2002, 133,1,1.12000000000000011e+00,2,38,1,3, 1, 1,22,0,0,0,0, 0,13,68.1,12,12,0,1,0,0,  2, 0,1,  1, 0
41067,2002, 134,2,1.12000000000000011e+00,2,99,1,3, 2, 2, 0,0,0,0,0, 0,12,36.9,13, 0,0,2,0,2, -1,-1,0, -1,-1
41068,2002, 135,5,5.60000000000000053e-01,1,30,1,3, 2, 2, 0,0,0,0,0, 0,12,62.1,12,12,0,2,0,2, -1,-1,0, -1,-1
41069,2002, 136,1,1.12000000000000011e+00,2,44,1,5, 2, 2, 0,0,0,0,0, 0,14,38.4,12, 7,0,1,0,0,  0, 0,2, -1,-1
41070,2002, 137,5,5.60000000000000053e-01,2,51,1,3, 2, 2, 0,0,0,0,0, 0,13,32.0,10,10,0,1,0,0,  0, 0,2, -1,-1
41071,2002, 138,1,1.66999999999999993e+00,1,64,1,5, 1, 1,48,0,0,0,0, 0,10,37.8,10, 0,0,2,0,2, -1,-1,0, -1,-1
41072,2002, 139,2,1.66999999999999993e+00,1,57,1,5, 1, 1,50,0,0,0,0, 0,15,28.6,12,12,0,1,0,0,  0, 0,1,999,99
41073,2002, 140,3,1.12000000000000011e+00,2,62,1,5,11, 1,50,0,0,0,0, 0,16,36.9,12,10,0,1,0,0,  1, 0,1,  1, 0
41074,2002, 141,4,1.12000000000000011e+00,2,52,1,3, 2, 2, 0,0,0,0,0, 0,14,38.4,12, 0,0,1,0,0,  3, 0,1,  2, 0
41075,2002, 142,5,1.12000000000000011e+00,1,41,1,5, 1, 1,22,0,0,0,0, 0,12,36.5,12,11,0,1,0,0,  0, 0,1,  3, 0
41076,2002, 143,3,1.12000000000000011e+00,2,66,2,5, 1, 1,14,0,0,0,0, 0,16,80.3,12, 0,0,1,0,0,  0, 0,2, -1,-1
41077,2002, 144,4,1.12000000000000011e+00,2,79,1,5, 1, 1,31,0,0,0,0, 0,12,30.7,12, 0,0,1,0,0,  7, 0,1,  1, 0
41078,2002, 145,5,1.12000000000000011e+00,2,34,1,5, 4, 5, 0,0,0,0,0, 0,12,44.7,12,12,0,2,0,2, -1,-1,0, -1,-1
41079,2002, 146,6,1.12000000000000011e+00,2,63,1,5,10,10, 0,0,0,0,0, 0,12,38.4,12, 0,0,2,0,2, -1,-1,0, -1,-1
41080,2002, 147,1,1.12000000000000011e+00,2,63,1,3, 2, 2, 0,0,0,0,0, 0,12,36.5,98,98,0,2,0,2, -1,-1,0, -1,-1
41081,2002, 148,4,1.12000000000000011e+00,2,38,1,3, 2, 2, 0,0,0,0,0, 0,12,38.4,12, 5,0,1,0,0,  0,30,1,  1, 0
41082,2002, 149,6,1.66999999999999993e+00,1,74,1,3, 1, 1,60,0,0,0,0, 0,14,78.0,98, 0,0,2,0,2, -1,-1,0, -1,-1
41083,2002, 150,1,5.60000000000000053e-01,2,71,1,3, 2, 2, 0,0,0,0,0, 0,12,27.5,12, 0,0,2,0,2, -1,-1,0, -1,-1
41084,2002, 151,6,2.22999999999999998e+00,2,24,1,3, 4,10, 0,0,0,0,0, 0,14,32.4,12, 5,0,1,0,0,  2, 0,1,  5, 0
41085,2002, 152,1,1.66999999999999993e+00,1,24,1,3,10,10, 0,0,0,0,0, 0,17,50.5,12,12,0,1,0,0, 15, 0,1,  2, 0
41086,2002, 153,2,5.60000000000000053e-01,1,50,1,3, 1, 1,70,0,0,0,0, 0,18,83.7,12,12,0,1,0,0, 13, 0,1, 10, 0
41087,2002, 154,3,1.12000000000000011e+00,1,54,1,3, 2, 2, 0,0,0,0,0, 0,16,64.1,12,12,0,1,0,0,  0,30,1,  0,30
41088,2002, 155,6,5.60000000000000053e-01,2,70,1,3, 2, 2, 0,0,0,0,0, 0,13,37.7,12, 0,0,1,0,0,  2, 0,1,999,99
41089,2002, 156,4,1.12000000000000011e+00,1,81,1,3, 2, 2, 0,0,0,0,0, 0,12,38.2,12, 0,0,2,0,2, -1,-1,0, -1,-1
41090,2002, 157,6,1.12000000000000011e+00,1,38,1,3, 4, 1,18,0,0,0,0, 0,12,32.3,12,12,0,1,0,0,  0, 0,1,  0,15
41091,2002, 158,1,1.12000000000000011e+00,2,36,1,3, 2, 2, 0,0,0,0,0, 0,12,22.7,11,11,0,2,0,2, -1,-1,0, -1,-1
41092,2002, 159,2,1.12000000000000011e+00,1,43,1,3, 2, 2, 0,0,0,0,0, 0,13,43.2,12,12,0,1,0,0,  0, 0,1,  1, 0
41093,2002, 160,3,1.12000000000000011e+00,1,39,1,3, 4, 4, 0,0,0,0,0, 0,12,28.4,12,12,0,2,0,1,  0, 0,2, -1,-1
41094,2002, 161,4,2.22999999999999998e+00,1,27,3,3, 2, 2, 0,0,0,0,0, 0,12,28.6,12,12,0,2,0,2, -1,-1,0, -1,-1
41095,2002, 162,5,1.12000000000000011e+00,1,34,1,3, 1, 1,38,0,0,0,0, 0,15,34.2,12,12,0,1,0,0,  0, 0,2, -1,-1
41096,2002, 163,6,1.12000000000000011e+00,2,79,1,3, 1, 1,31,0,0,0,0, 0,12,-1.0, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41097,2002, 164,2,5.60000000000000053e-01,2,84,1,3, 1, 1,28,0,0,0,0, 0,12,-1.0,11, 0,0,2,0,2, -1,-1,0, -1,-1
41098,2002, 165,3,5.60000000000000053e-01,1,71,1,3, 1, 1,60,0,0,0,0, 0,15,48.5, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41099,2002, 166,5,2.22999999999999998e+00,1,22,1,3, 2, 2, 0,0,0,0,0, 0, 9,31.3,12,11,0,2,0,1,  0, 0,2, -1,-1
41100,2002, 167,6,1.12000000000000011e+00,2,36,1,3, 1, 1,50,0,0,0,0, 0,16,64.1,12,12,0,1,0,0,  0,30,1,  3, 0
41101,2002, 168,1,1.66999999999999993e+00,2,44,1,3, 2, 2, 0,0,0,0,0, 0,12,41.6,13,13,0,1,0,0,  1, 0,1,998,98
41102,2002, 169,2,5.60000000000000053e-01,1,74,1,3, 2, 2, 0,0,0,0,0, 0,12,38.2,12, 0,0,2,0,2, -1,-1,0, -1,-1
41103,2002, 170,3,1.12000000000000011e+00,1,63,3,3, 2, 2, 0,0,0,0,0, 0,16,37.7,12,12,0,1,0,0,  0, 0,2, -1,-1
41104,2002, 171,4,1.12000000000000011e+00,2,48,1,3, 2, 2, 0,0,0,0,0, 0,12,68.1,13,13,0,1,0,0,  0,20,1,  1, 0
41105,2002, 172,5,5.60000000000000053e-01,1,39,1,3, 4, 4, 0,0,0,0,0, 0,16,63.5,12,12,0,2,0,2, -1,-1,0, -1,-1
41106,2002, 173,6,1.12000000000000011e+00,2,40,1,3, 2, 2, 0,0,0,0,0, 0,14,38.5,12, 9,0,1,0,0,  2, 0,1,  3, 0
41107,2002, 174,1,5.60000000000000053e-01,1,30,1,3, 4, 4, 0,0,0,0,0, 0,14,80.0,12,12,0,1,0,0,  3, 0,1,  5, 0
41108,2002, 175,2,1.12000000000000011e+00,2,36,1,3, 1, 2, 0,0,0,0,0, 0,12,73.6,12, 0,0,2,0,1,  0, 0,2, -1,-1
41109,2002, 176,3,5.60000000000000053e-01,2,42,2,3,11, 1,18,0,0,0,0, 0,15,63.5,13,98,0,1,0,0, 18, 0,1,  3, 0
41110,2002, 177,4,1.12000000000000011e+00,2,70,1,3, 2, 2, 0,0,0,0,0, 0,16,37.9,12, 0,0,1,0,0, 15, 0,1,  1, 0
41111,2002, 178,6,1.66999999999999993e+00,2,50,1,3, 2, 2, 0,0,0,0,0, 0,16,50.7,12,12,0,1,0,0, 20, 0,1, 20, 0
41112,2002, 179,5,1.12000000000000011e+00,2,38,1,3, 2, 2, 0,0,0,0,0, 0,16,73.2,98,98,0,1,0,0,  1, 0,1,  1, 0
41113,2002, 180,2,2.22999999999999998e+00,2,53,1,3, 2, 2, 0,0,0,0,0, 0,20,82.7,12,12,0,1,0,0, 15, 0,1, 12, 0
41114,2002, 181,6,1.66999999999999993e+00,1,36,1,2, 4, 4, 0,0,0,0,0, 0,18,59.0,98, 3,0,1,0,0, 10, 0,1,  1, 0
41115,2002, 182,1,2.22999999999999998e+00,1,45,1,2, 1, 1,14,0,0,0,0, 0,14,50.3,12,12,0,1,0,0,  0,20,1,  1, 0
41116,2002, 183,2,1.12000000000000011e+00,2,99,1,2, 1, 1,40,0,0,0,0, 0,17,37.4,12,12,0,1,0,0,  3, 0,1,  3, 0
41117,2002, 184,1,2.22999999999999998e+00,1,22,2,2, 1, 1,14,0,0,0,0, 0,12,37.7,12, 2,0,1,0,0,  2, 0,1, 10, 0
41118,2002, 185,3,1.12000000000000011e+00,2,70,1,2, 4, 2, 0,0,0,0,0, 0,16,63.2,12,12,0,1,0,0,  7, 0,1,  0,30
41119,2002, 186,1,1.12000000000000011e+00,1,24,2,2,11,11, 0,0,0,0,0, 0,11,29.1, 9, 9,0,2,0,2, -1,-1,0, -1,-1
41120,2002, 187,2,1.12000000000000011e+00,2,99,1,2, 2, 2, 0,0,0,0,0, 0,12,34.3, 4, 4,0,1,0,0,  0, 0,1,  0,10
41121,2002, 188,3,5.60000000000000053e-01,2,68,2,2, 2, 2, 0,0,0,0,0, 0,13,18.5, 8, 0,0,2,0,2, -1,-1,0, -1,-1
41122,2002, 189,4,1.12000000000000011e+00,2,19,2,2, 1, 1,18,0,0,0,0, 0,10,-1.0,98,99,0,1,0,0,  5, 0,1,  8, 0
41123,2002, 190,5,1.12000000000000011e+00,2,24,3,2, 2, 2, 0,0,0,0,0, 0,13,59.0, 9, 9,0,1,0,0, 10, 0,1, 10, 0
41124,2002, 191,1,5.60000000000000053e-01,2,48,2,2, 1, 1,18,0,0,0,0, 0,14,22.5, 9, 9,0,2,0,1,  0, 0,2, -1,-1
41125,2002, 192,2,5.60000000000000053e-01,2,55,2,2, 1, 1,18,0,0,0,0, 0,15,32.3, 1, 0,0,2,0,2, -1,-1,0, -1,-1
41126,2002, 193,5,1.12000000000000011e+00,1,51,3,4, 1, 1,48,0,0,0,0, 0,16,78.7,12,12,0,1,0,0, 12, 0,1, 15, 0
41127,2002, 194,6,5.60000000000000053e-01,1,71,1,4, 1, 1,43,0,0,0,0, 0,16,69.7,12, 0,0,1,0,0,  2, 0,1,999,99
41128,2002, 195,3,1.66999999999999993e+00,2,45,1,4, 5, 1,15,0,0,0,0, 0,13,44.2,12,12,0,1,0,0, 11, 0,1, 20, 0
41129,2002, 196,4,1.12000000000000011e+00,1,82,1,4, 1, 1,42,0,0,0,0, 0,13,86.6,12, 0,0,1,0,0,  0, 0,2, -1,-1
41130,2002, 197,5,1.12000000000000011e+00,2,46,1,4, 1, 1,48,0,0,0,0, 0,12,53.3,12,12,0,1,0,0, 30, 0,1, 10, 0
41131,2002, 198,6,5.60000000000000053e-01,1,35,2,4,11, 1,60,0,0,0,0, 0,13,31.5,12,12,0,2,0,2, -1,-1,0, -1,-1
41132,2002, 199,6,2.22999999999999998e+00,1,18,2,4, 1, 1,15,0,0,0,0, 0,14,39.4,12, 0,0,1,0,0,  1, 0,1,  2, 0
41133,2002, 200,2,1.12000000000000011e+00,2,57,1,4, 3, 3, 0,0,0,0,0, 0,20,50.7,12, 0,0,1,0,0,  1, 0,1,  1, 0
41134,2002, 201,6,1.66999999999999993e+00,2,23,1,4, 2, 1,70,0,0,0,0, 0, 2,38.4,11, 3,0,1,0,0,  0,10,1,  0,20
41135,2002, 202,1,1.12000000000000011e+00,1,32,3,4, 2, 2, 0,0,0,0,0, 0,12,50.3,12,12,0,1,0,0,  1, 0,1,999,99
41136,2002, 203,3,1.12000000000000011e+00,2,28,3,4, 4, 4, 0,0,0,0,0, 0,18,84.7,12,12,0,1,0,0, 30, 0,1, 30, 0
41137,2002, 204,4,5.60000000000000053e-01,2,48,1,4, 1, 2, 0,0,0,0,0, 0,14,63.2,12,12,0,1,0,0,  1, 0,1,  2, 0
41138,2002, 205,5,1.12000000000000011e+00,1,39,1,4,10, 4, 0,0,0,0,0, 0,17,83.7,12,12,0,1,0,0, 60, 0,1,  8, 0
41139,2002, 206,6,1.66999999999999993e+00,2,27,1,4, 2, 2, 0,0,0,0,0, 0,16,78.5,12, 0,0,1,0,0,  2, 0,1,  1, 0
41140,2002, 207,1,1.66999999999999993e+00,2,99,1,4, 1, 1,70,0,0,0,0, 0,12,27.5,98, 3,0,2,0,2, -1,-1,0, -1,-1
41141,2002, 208,2,5.60000000000000053e-01,1,57,1,4, 4, 1,70,0,0,0,0, 0,14,32.3,12, 0,0,1,0,0,  0, 0,1,  5, 0
41142,2002, 209,3,5.60000000000000053e-01,1,35,1,4, 4, 4, 0,0,0,0,0, 0,10,22.9, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41143,2002, 210,4,1.12000000000000011e+00,2,29,1,4, 6, 3, 0,0,0,0,0, 0,16,34.4,12, 0,0,1,0,0,  2, 0,1,  5, 0
41144,2002, 211,5,1.12000000000000011e+00,1,33,2,4, 1, 1,60,0,0,0,0, 0, 9,28.6,10, 2,0,2,0,2, -1,-1,0, -1,-1
41145,2002, 212,1,5.60000000000000053e-01,2,45,1,4, 2, 2, 0,0,0,0,0, 0,14,42.3,12,12,0,1,0,0, 10, 0,1,  6, 0
41146,2002, 213,2,5.60000000000000053e-01,1,74,1,4, 1, 1,48,0,0,0,0, 0,13,49.9, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41147,2002, 214,4,1.12000000000000011e+00,2,43,1,4, 2, 2, 0,0,0,0,0, 0,13,33.3,12, 0,0,1,0,0,  3, 0,1,  4, 0
41148,2002, 215,5,1.66999999999999993e+00,2,46,1,4, 1, 1,22,0,0,0,0, 0,14,69.2,12, 9,0,1,0,0,  0, 0,2, -1,-1
41149,2002, 216,6,5.60000000000000053e-01,2,57,1,4, 2, 2, 0,0,0,0,0, 0,14,32.4,10,10,0,1,0,0,  0,30,1,  0,30
41150,2002, 217,1,5.60000000000000053e-01,2,40,1,4, 4, 4, 0,0,0,0,0, 0,14,76.3,98, 0,0,8,0,8, -1,-1,0, -1,-1
41151,2002, 218,4,1.12000000000000011e+00,2,43,1,4, 4, 9, 0,0,0,0,0, 0,16,73.3,12,12,0,1,0,0, 10, 0,1, 10, 0
41152,2002, 219,5,1.12000000000000011e+00,2,41,1,4, 2, 2, 0,0,0,0,0, 0,14,83.7,12, 0,0,1,0,0,  2,30,1,  2, 0
41153,2002, 220,1,1.12000000000000011e+00,1,37,1,4, 1, 1,22,0,0,0,0, 0,16,63.5,12,12,0,1,0,0, 20, 0,1,  5, 0
41154,2002, 221,4,1.66999999999999993e+00,1,22,1,4, 4, 4, 0,0,0,0,0, 0,14,32.4,12, 9,0,1,0,0,  2, 0,1,  2, 0
41155,2002, 222,5,1.12000000000000011e+00,1,50,1,4, 4, 4, 0,0,0,0,0, 0,15,67.0,12,12,0,1,0,0,  3, 0,1, 10, 0
41156,2002, 223,3,5.60000000000000053e-01,1,40,3,2, 2, 2, 0,0,0,0,0, 0,12,31.3,12,12,0,2,0,2, -1,-1,0, -1,-1
41157,2002, 224,3,5.60000000000000053e-01,1,32,2,2, 1, 1,60,0,0,0,0, 0,11,50.7,12,12,0,1,0,0,  0,30,2, -1,-1
41158,2002, 225,5,1.12000000000000011e+00,1,33,3,2,11,11, 0,0,0,0,0, 0,13,43.4,12,12,0,1,0,0,  1, 0,1, 15, 0
41159,2002, 226,6,5.60000000000000053e-01,1,34,2,2, 1, 1,14,0,0,0,0, 0,12,44.7,11,11,0,2,0,2, -1,-1,0, -1,-1
41160,2002, 227,1,2.22999999999999998e+00,1,57,3,2, 2, 2, 0,0,0,0,0, 0,14,29.0,12,12,0,1,0,0,  0,30,2, -1,-1
41161,2002, 228,2,1.12000000000000011e+00,2,53,1,4, 1, 1,48,0,0,0,0, 0,12,68.8,12,12,0,1,0,0, 20, 0,1,  3, 0
41162,2002, 229,3,5.60000000000000053e-01,2,82,1,4, 2, 2, 0,0,0,0,0, 0,12,30.7,12, 0,0,2,0,2, -1,-1,0, -1,-1
41163,2002, 230,4,5.60000000000000053e-01,2,33,2,4, 1, 1,14,0,0,0,0, 0,14,73.2,11,11,0,1,0,0,  2, 0,1,  5, 0
41164,2002, 231,5,5.60000000000000053e-01,2,67,1,4, 1, 1,14,0,0,0,0, 0,16,-1.0,12,99,0,1,0,0,  3, 0,1,  3, 0
41165,2002, 232,6,1.66999999999999993e+00,1,29,1,4, 1, 1,50,0,0,0,0, 0,20,32.4, 2, 0,0,1,0,0,  0,45,1,  1, 0
41166,2002, 233,5,5.60000000000000053e-01,2,72,1,4, 4, 1,70,0,0,0,0, 0,20,62.5,13, 0,0,1,0,0, 10, 0,1, 20, 0
41167,2002, 234,6,1.12000000000000011e+00,2,76,1,4, 1, 2, 0,0,0,0,0, 0,12,64.2,12, 0,0,2,0,1,  0, 0,2, -1,-1
41168,2002, 235,2,1.12000000000000011e+00,2,55,1,4, 4, 1,14,0,0,0,0, 0,16,61.4,12,12,0,1,0,0,  1, 0,1,  2, 0
41169,2002, 236,3,1.12000000000000011e+00,1,89,1,4, 1, 4, 0,0,0,0,0, 0, 2,38.2,12, 0,0,1,0,0, 10, 0,2, -1,-1
41170,2002, 237,5,2.79000000000000004e+00,2,21,1,3, 1, 2, 0,0,0,0,0, 0,14,26.7,12,10,0,1,0,0,  0,30,1,  0,30
41171,2002, 238,6,1.12000000000000011e+00,2,33,1,3, 2, 2, 0,0,0,0,0, 0,14,74.4,12,12,0,1,0,0,  0, 0,2, -1,-1
41172,2002, 239,2,2.22999999999999998e+00,2,24,1,3, 4, 2, 0,0,0,0,0, 0,12,42.5,12, 9,0,1,0,0,  0, 0,1,  6, 0
41173,2002, 240,5,1.12000000000000011e+00,1,40,2,3, 1, 1,18,0,0,0,0, 0,12,28.6,12,12,0,1,0,0,  0, 0,1,  0,10
41174,2002, 241,2,1.12000000000000011e+00,1,25,1,3, 1, 1,18,0,0,0,0, 0,12,34.3,12,12,0,2,0,2, -1,-1,0, -1,-1
41175,2002, 242,3,1.12000000000000011e+00,1,32,1,1, 4, 1,48,0,0,0,0, 0,13,52.4,12,12,0,1,0,0,  1,30,1,  7, 0
41176,2002, 243,2,1.12000000000000011e+00,1,23,1,1, 2, 2, 0,0,0,0,0, 0,14,34.3,12,11,0,1,0,0,  0, 0,1,  5, 0
41177,2002, 244,4,1.12000000000000011e+00,1,26,1,1, 2, 2, 0,0,0,0,0, 0, 9,39.0,12,12,0,2,0,2, -1,-1,0, -1,-1
41178,2002, 245,5,1.12000000000000011e+00,2,67,1,1, 2, 2, 0,0,0,0,0, 0,10,-1.0,12, 0,0,2,0,2, -1,-1,0, -1,-1
41179,2002, 246,1,1.12000000000000011e+00,1,24,3,1, 1, 1,70,0,0,0,0, 0,11,60.5,12,12,0,1,0,0,  5, 0,1, 15, 0
41180,2002, 247,4,1.12000000000000011e+00,2,53,1,1, 2, 2, 0,0,0,0,0, 0,18,80.3,13,13,0,1,0,0,  0, 1,1,  0, 2
41181,2002, 248,1,5.60000000000000053e-01,2,50,2,1, 1, 1,10,0,0,0,0, 0,14,36.5, 9, 0,0,1,0,0,  0, 0,2, -1,-1
41182,2002, 249,2,5.60000000000000053e-01,1,54,2,1,13, 1,60,0,0,0,0, 0,14,76.4, 9, 2,0,1,0,0,  2, 0,1,  4, 0
41183,2002, 250,3,5.60000000000000053e-01,1,28,1,1, 2, 2, 0,0,0,0,0, 0,12,50.5,12,12,0,1,0,0,  2, 0,1,  2, 0
41184,2002, 251,5,1.66999999999999993e+00,2,62,1,1, 2, 2, 0,0,0,0,0, 0, 9,23.3,12, 9,0,1,0,0,  0, 0,2, -1,-1
